id,title,department,required_skills,experience_level,min_experience_years
1794,"UI/UX Designer","Design","{Affinity,TypeScript,Redis,Data Bricks,Go,Pandas}",Lead,10
1795,"Mobile Developer","Developer","{Terraform,After Effects,Pandas,Next.js,PostgreSQL,TypeScript}",Junior,1
1796,"Tester","Engineering","{Node.js,Tailwind CSS,Data Bricks,PostgreSQL}",Mid,2
1797,"Frontend Engineer","Marketing","{Blender,Next.js,Python,Framer,Go,Docker}",Mid,4
1798,"DevOps Specialist","Data & AI","{AWS,Kubernetes,Figma,Vue.js,Python}",Lead,9
1799,"Full Stack Engineer","Engineering","{AWS,Docker,After Effects,React,Data Bricks,GSAP}",Junior,0
1800,"DevOps Specialist","Design","{Python,Node.js,Pandas,Figma}",Junior,0
1801,"Site Reliability Engineer","Infrastructure","{Blender,Kubernetes,PostgreSQL,Terraform,Figma,GSAP}",Lead,11
1802,"Full Stack Engineer","Data & AI","{Affinity,Kubernetes,Redis}",Senior,6
1803,"Backend Developer","Data & AI","{Python,After Effects,Framer,Photoshop,Go}",Junior,1
1804,"Site Reliability Engineer","Engineering","{Tailwind CSS,Figma,Kubernetes,TypeScript}",Lead,10
1805,"AI & ML Engineer","Marketing","{Python,TensorFlow,Tailwind CSS,Node.js,Docker,Sass}",Lead,8
1806,"Data Scientist","Marketing","{Framer,Docker,Photoshop,Affinity}",Senior,7
1807,"Data Scientist","Engineering","{Framer,AWS,Python,Next.js}",Junior,1
1808,"DevOps Specialist","Data & AI","{TypeScript,Terraform,Data Bricks,Kubernetes,Node.js,Tailwind CSS}",Junior,1
1809,"AI & ML Engineer","Engineering","{After Effects,Framer,GSAP,Kubernetes}",Junior,0
1810,"Mobile Developer","Marketing","{Vue.js,React,Redis,Terraform,TypeScript,Affinity}",Lead,8
1811,"UI/UX Designer","Design","{Terraform,After Effects,Figma,GSAP,Python,TensorFlow}",Senior,5
1812,"AI & ML Engineer","Product","{PostgreSQL,Python,Figma,Vue.js,Tailwind CSS}",Mid,4
1813,"Game Developer","Developer","{AWS,Data Bricks,PostgreSQL}",Senior,6
1814,"UI/UX Designer","Data & AI","{Terraform,GSAP,After Effects,Photoshop,Framer,PostgreSQL}",Mid,3
1815,"Full Stack Engineer","Marketing","{Next.js,Kubernetes,Redis,GraphQL}",Lead,8
1816,"AI & ML Engineer","Developer","{Figma,React,GraphQL,Photoshop,After Effects,Framer}",Lead,8
1817,"Mobile Developer","Design","{GSAP,Vue.js,Redis,Figma,Tailwind CSS,Sass}",Mid,3
1818,"Tester","Marketing","{React,Next.js,Kubernetes}",Junior,0
1819,"Frontend Engineer","Engineering","{TensorFlow,Go,Docker,Blender,Python}",Mid,3
1820,"Frontend Engineer","Marketing","{Pandas,Python,Node.js}",Mid,2
1821,"Site Reliability Engineer","Engineering","{TypeScript,Pandas,Vue.js,Redis,GSAP}",Senior,6
1822,"AI & ML Engineer","Infrastructure","{Photoshop,Tailwind CSS,After Effects,Kubernetes}",Lead,10
1823,"AI & ML Engineer","Product","{React,GraphQL,Next.js,Redis}",Mid,4
1824,"Backend Developer","Developer","{Terraform,Docker,Blender}",Mid,4
1825,"Data Scientist","Product","{Figma,TypeScript,Node.js}",Lead,10
1826,"Tester","Marketing","{Affinity,TypeScript,Go}",Junior,0
1827,"Tester","Developer","{Redis,Next.js,Terraform}",Senior,5
1828,"Frontend Engineer","Product","{PostgreSQL,Kubernetes,Photoshop,Python,Framer}",Mid,2
1829,"Tester","Data & AI","{Vue.js,React,Next.js,Affinity,Redis}",Senior,6
1830,"Site Reliability Engineer","Product","{GraphQL,Terraform,Node.js,Data Bricks,AWS}",Lead,11
1831,"Data Scientist","Marketing","{Go,GraphQL,Node.js,Next.js,AWS,Vue.js}",Lead,8
1832,"Full Stack Engineer","Engineering","{Docker,React,Redis,Affinity,Kubernetes,Sass}",Lead,9
1833,"Site Reliability Engineer","Design","{Sass,TypeScript,Framer,Python,React}",Senior,6
1834,"Mobile Developer","Infrastructure","{Figma,React,Next.js}",Mid,4
1835,"Tester","Engineering","{Docker,Next.js,TensorFlow}",Senior,7
1836,"Data Scientist","Infrastructure","{Terraform,React,Affinity,Vue.js,Framer}",Lead,10
1837,"Full Stack Engineer","Data & AI","{React,GSAP,Kubernetes,Tailwind CSS,Next.js}",Senior,5
1838,"Tester","Product","{React,Figma,Data Bricks,Go,TypeScript}",Lead,11
1839,"Site Reliability Engineer","Infrastructure","{Sass,After Effects,Figma,Docker,Kubernetes}",Mid,2
1840,"Data Scientist","Product","{Node.js,TensorFlow,Docker}",Senior,6
1841,"Site Reliability Engineer","Infrastructure","{Docker,GSAP,Affinity}",Senior,5
1842,"UI/UX Designer","Engineering","{Terraform,Tailwind CSS,GraphQL,Go}",Junior,0
1843,"Frontend Engineer","Marketing","{Framer,Docker,After Effects,Affinity}",Mid,2
1844,"Mobile Developer","Developer","{Kubernetes,PostgreSQL,After Effects}",Senior,5
1845,"Mobile Developer","Product","{Kubernetes,TypeScript,Tailwind CSS,Node.js}",Mid,4
1846,"UI/UX Designer","Engineering","{Next.js,Tailwind CSS,Node.js,Sass}",Lead,9
1847,"Full Stack Engineer","Data & AI","{Figma,Node.js,Vue.js,Python,PostgreSQL}",Mid,2
1848,"Game Developer","Data & AI","{Blender,Tailwind CSS,Figma,Go,Redis,React}",Mid,3
1849,"Data Scientist","Infrastructure","{React,Next.js,Figma,TensorFlow,Go,Terraform}",Mid,4
1850,"DevOps Specialist","Marketing","{TensorFlow,After Effects,Python,Photoshop,Next.js}",Senior,5
1851,"Full Stack Engineer","Developer","{Docker,Data Bricks,GraphQL,Sass,TensorFlow}",Senior,7
1852,"Data Scientist","Marketing","{Docker,TensorFlow,Terraform,Vue.js,Go}",Mid,3
1853,"UI/UX Designer","Marketing","{Docker,GSAP,GraphQL,Pandas}",Junior,0
1854,"Mobile Developer","Marketing","{Pandas,Kubernetes,After Effects,Docker,Tailwind CSS}",Lead,10
1855,"Game Developer","Infrastructure","{Redis,Go,Python}",Lead,8
1856,"AI & ML Engineer","Data & AI","{Terraform,Node.js,After Effects}",Mid,4
1857,"Data Scientist","Product","{Vue.js,Node.js,PostgreSQL,Pandas,Next.js,Affinity}",Senior,5
1858,"AI & ML Engineer","Marketing","{Data Bricks,Pandas,Figma,Terraform,Sass,Go}",Senior,6
1859,"Backend Developer","Developer","{Sass,Python,Affinity}",Senior,5
1860,"Site Reliability Engineer","Infrastructure","{Python,TensorFlow,Redis}",Senior,7
1861,"Game Developer","Infrastructure","{Next.js,React,Tailwind CSS}",Mid,2
1862,"Tester","Infrastructure","{Photoshop,Figma,AWS}",Mid,2
1863,"Full Stack Engineer","Data & AI","{React,GraphQL,Next.js,Terraform,Kubernetes}",Junior,0
1864,"DevOps Specialist","Data & AI","{Node.js,Python,Affinity,Sass}",Lead,8
1865,"Mobile Developer","Engineering","{AWS,Python,Redis}",Senior,6
1866,"Site Reliability Engineer","Developer","{Terraform,TypeScript,Affinity,Figma,Docker,Kubernetes}",Lead,8
1867,"Backend Developer","Engineering","{Data Bricks,React,Next.js}",Senior,6
1868,"Site Reliability Engineer","Infrastructure","{Next.js,Data Bricks,Node.js,After Effects,GSAP}",Lead,8
1869,"Site Reliability Engineer","Developer","{GSAP,GraphQL,Node.js}",Junior,0
1870,"Frontend Engineer","Marketing","{AWS,Python,Tailwind CSS}",Mid,4
1871,"Frontend Engineer","Design","{TensorFlow,Blender,Data Bricks,Terraform,GSAP,GraphQL}",Lead,8
1872,"AI & ML Engineer","Infrastructure","{PostgreSQL,Data Bricks,Sass,React,Next.js}",Junior,1
1873,"Frontend Engineer","Infrastructure","{GSAP,Figma,Tailwind CSS}",Mid,3
1874,"Tester","Data & AI","{AWS,PostgreSQL,Affinity,GraphQL,Python}",Senior,7
1875,"Frontend Engineer","Infrastructure","{GSAP,Vue.js,Kubernetes}",Senior,6
1876,"Frontend Engineer","Data & AI","{Figma,React,Docker,Terraform,Affinity}",Junior,1
1877,"Data Scientist","Data & AI","{TensorFlow,Docker,Pandas,Tailwind CSS,Next.js}",Mid,4
1878,"Data Scientist","Product","{Docker,After Effects,TypeScript}",Lead,11
1879,"UI/UX Designer","Engineering","{TypeScript,GraphQL,Redis}",Lead,10
1880,"Mobile Developer","Design","{Node.js,Figma,TypeScript,Vue.js,Framer}",Lead,9
1881,"Mobile Developer","Data & AI","{Pandas,TypeScript,Go,Kubernetes,Node.js}",Lead,11
1882,"Mobile Developer","Engineering","{Kubernetes,GraphQL,Framer,Affinity,AWS,Go}",Senior,6
1883,"Frontend Engineer","Engineering","{Node.js,Vue.js,Go,GSAP,Docker}",Lead,11
1884,"DevOps Specialist","Developer","{TypeScript,Pandas,Sass}",Junior,0
1885,"Tester","Data & AI","{Node.js,Tailwind CSS,React,Docker}",Lead,10
1886,"Data Scientist","Infrastructure","{AWS,Node.js,Blender,Photoshop,Framer,Terraform}",Senior,7
1887,"Frontend Engineer","Infrastructure","{React,GraphQL,Next.js}",Mid,4
1888,"DevOps Specialist","Marketing","{PostgreSQL,After Effects,Figma,Affinity,GraphQL}",Mid,4
1889,"Backend Developer","Design","{Vue.js,Tailwind CSS,PostgreSQL,Next.js,Affinity,Sass}",Senior,6
1890,"DevOps Specialist","Developer","{Terraform,GraphQL,Affinity,Data Bricks}",Senior,5
1891,"Tester","Design","{Sass,Tailwind CSS,Data Bricks,PostgreSQL,Blender,After Effects}",Senior,5
1892,"Game Developer","Product","{Next.js,GraphQL,Sass,Kubernetes}",Lead,9
1893,"Data Scientist","Product","{Figma,Python,GSAP,TypeScript}",Mid,3
1894,"Full Stack Engineer","Design","{React,TypeScript,Kubernetes,GraphQL,Next.js}",Mid,3
1895,"Frontend Engineer","Marketing","{React,GraphQL,Next.js,TypeScript,Redis}",Mid,3
1896,"DevOps Specialist","Product","{Blender,TensorFlow,React}",Mid,2
1897,"Game Developer","Data & AI","{Docker,Sass,Go,GSAP,PostgreSQL}",Mid,4
1898,"Data Scientist","Infrastructure","{Next.js,After Effects,Pandas,Figma,Python,Terraform}",Mid,2
1899,"Game Developer","Product","{Node.js,GraphQL,Redis,After Effects,Affinity}",Senior,5
1900,"Tester","Marketing","{GraphQL,After Effects,Photoshop,Kubernetes,GSAP,React}",Lead,10
1901,"Frontend Engineer","Infrastructure","{Data Bricks,Affinity,Pandas,Blender}",Lead,11
1902,"Site Reliability Engineer","Data & AI","{Kubernetes,Tailwind CSS,Affinity,React,Next.js}",Lead,9
1903,"DevOps Specialist","Engineering","{Pandas,Terraform,React}",Lead,9
1904,"Mobile Developer","Engineering","{Tailwind CSS,Framer,Kubernetes,React,Sass}",Lead,8
1905,"AI & ML Engineer","Infrastructure","{Vue.js,TypeScript,Photoshop,Pandas}",Senior,5
1906,"Site Reliability Engineer","Marketing","{After Effects,Pandas,Data Bricks,Photoshop}",Senior,7
1907,"Tester","Engineering","{Next.js,Kubernetes,Python,Go,Photoshop,Tailwind CSS}",Junior,1
1908,"Frontend Engineer","Design","{Affinity,After Effects,Node.js,TypeScript}",Senior,6
1909,"UI/UX Designer","Developer","{Redis,Vue.js,Tailwind CSS}",Senior,6
1910,"DevOps Specialist","Data & AI","{Next.js,Kubernetes,React,TypeScript,GraphQL}",Junior,0
1911,"Backend Developer","Marketing","{AWS,Terraform,Affinity,Framer,Redis,Next.js}",Senior,6
1912,"Full Stack Engineer","Infrastructure","{Terraform,Pandas,Blender,Go,React}",Junior,1
1913,"Backend Developer","Developer","{React,Next.js,Tailwind CSS,Framer,Photoshop}",Lead,8
1914,"Game Developer","Marketing","{Node.js,Tailwind CSS,Framer}",Senior,5
1915,"Full Stack Engineer","Infrastructure","{Next.js,Tailwind CSS,Kubernetes,Node.js,Go}",Lead,8
1916,"Mobile Developer","Infrastructure","{Docker,GSAP,Kubernetes,Tailwind CSS,Go}",Lead,11
1917,"Game Developer","Marketing","{Terraform,Data Bricks,Figma}",Senior,6
1918,"Frontend Engineer","Engineering","{Docker,Blender,React,Redis}",Lead,9
1919,"DevOps Specialist","Design","{Photoshop,Redis,Data Bricks,After Effects,Go,Docker}",Lead,10
1920,"Data Scientist","Data & AI","{Affinity,Framer,GraphQL,Go,Figma}",Senior,5
1921,"Backend Developer","Infrastructure","{Framer,Next.js,Node.js,React,Tailwind CSS}",Junior,0
1922,"Data Scientist","Marketing","{Python,TensorFlow,GraphQL,Kubernetes,Terraform}",Junior,1
1923,"DevOps Specialist","Design","{GSAP,TypeScript,Redis}",Senior,6
1924,"Site Reliability Engineer","Infrastructure","{Figma,PostgreSQL,React,After Effects,Framer}",Junior,0
1925,"Game Developer","Design","{Terraform,PostgreSQL,Photoshop,GSAP}",Junior,1
1926,"Data Scientist","Infrastructure","{Photoshop,Vue.js,Node.js,React,GraphQL,AWS}",Junior,1
1927,"UI/UX Designer","Design","{React,Framer,Next.js,Terraform,Affinity}",Junior,1
1928,"DevOps Specialist","Developer","{Sass,Kubernetes,GraphQL}",Senior,6
1929,"Mobile Developer","Engineering","{Node.js,Kubernetes,TypeScript}",Mid,2
1930,"Data Scientist","Data & AI","{After Effects,Affinity,Python,GSAP}",Lead,10
1931,"Backend Developer","Developer","{Kubernetes,TypeScript,Blender,Framer,Python}",Mid,3
1932,"Game Developer","Marketing","{Terraform,Data Bricks,Next.js,Kubernetes,Python}",Senior,6
1933,"AI & ML Engineer","Marketing","{Python,Docker,Photoshop,AWS,Blender}",Lead,9
1934,"Full Stack Engineer","Infrastructure","{Terraform,Data Bricks,PostgreSQL}",Lead,9
1935,"Tester","Design","{Python,Terraform,Node.js,Framer,TypeScript,Sass}",Junior,0
1936,"Mobile Developer","Product","{Tailwind CSS,Affinity,Python}",Lead,11
1937,"Site Reliability Engineer","Design","{Vue.js,React,Sass}",Mid,2
1938,"Data Scientist","Infrastructure","{Python,TensorFlow,Figma,Node.js,Tailwind CSS}",Junior,1
1939,"Backend Developer","Engineering","{PostgreSQL,GSAP,React,Kubernetes,Go,Affinity}",Mid,3
1940,"Full Stack Engineer","Engineering","{Framer,Vue.js,React,Python}",Mid,4
1941,"Game Developer","Developer","{Photoshop,Go,React,Next.js}",Mid,4
1942,"Tester","Marketing","{Pandas,Node.js,Data Bricks}",Junior,0
1943,"UI/UX Designer","Design","{Figma,React,Photoshop}",Lead,11
1944,"AI & ML Engineer","Design","{Node.js,Docker,Tailwind CSS,Next.js}",Junior,0
1945,"Tester","Design","{Terraform,Pandas,Node.js}",Junior,1
1946,"Full Stack Engineer","Data & AI","{Sass,Figma,React,Terraform,GraphQL}",Mid,2
1947,"Full Stack Engineer","Marketing","{Framer,Pandas,AWS,GraphQL,Python,React}",Lead,11
1948,"Game Developer","Infrastructure","{GSAP,Data Bricks,Vue.js}",Junior,1
1949,"Full Stack Engineer","Marketing","{React,TensorFlow,Tailwind CSS,Next.js,Blender,Vue.js}",Junior,1
1950,"AI & ML Engineer","Developer","{Framer,Terraform,Docker,TypeScript}",Lead,8
1951,"AI & ML Engineer","Infrastructure","{Docker,GraphQL,Kubernetes,Redis}",Junior,0
1952,"UI/UX Designer","Developer","{Pandas,GraphQL,Blender,React,Vue.js,Photoshop}",Junior,0
1953,"Mobile Developer","Developer","{Sass,Kubernetes,Photoshop,Python,Next.js,TypeScript}",Senior,6
1954,"Site Reliability Engineer","Product","{React,Photoshop,GraphQL,Next.js,Figma}",Junior,1
1955,"Frontend Engineer","Data & AI","{Python,GraphQL,Node.js}",Lead,11
1956,"Site Reliability Engineer","Engineering","{PostgreSQL,GSAP,After Effects}",Lead,9
1957,"Full Stack Engineer","Engineering","{Python,Vue.js,AWS,TensorFlow,Redis,Figma}",Senior,5
1958,"Frontend Engineer","Marketing","{Kubernetes,Docker,TypeScript,Pandas}",Mid,2
1959,"Full Stack Engineer","Developer","{Node.js,Kubernetes,PostgreSQL,GraphQL}",Lead,8
1960,"UI/UX Designer","Developer","{TensorFlow,Node.js,Next.js,Blender,Redis}",Junior,1
1961,"AI & ML Engineer","Marketing","{TypeScript,Vue.js,Kubernetes,Data Bricks,Redis,Go}",Lead,9
1962,"Mobile Developer","Developer","{Redis,Framer,React}",Senior,6
1963,"Mobile Developer","Developer","{Data Bricks,React,Framer,Affinity,Terraform}",Junior,0
1964,"Full Stack Engineer","Product","{After Effects,Next.js,Framer,Docker,Tailwind CSS,Vue.js}",Junior,0
1965,"Full Stack Engineer","Engineering","{Kubernetes,Terraform,React,Docker}",Senior,6
1966,"Backend Developer","Marketing","{Python,Node.js,Redis}",Junior,1
1967,"Mobile Developer","Product","{Python,React,TypeScript}",Lead,8
1968,"Backend Developer","Data & AI","{AWS,Pandas,Vue.js}",Junior,0
1969,"Full Stack Engineer","Developer","{Framer,After Effects,Go}",Lead,9
1970,"Backend Developer","Data & AI","{GSAP,Docker,React,Framer,Terraform,Data Bricks}",Lead,10
1971,"Frontend Engineer","Marketing","{Photoshop,Pandas,Python,GraphQL}",Lead,9
1972,"Frontend Engineer","Engineering","{Figma,Terraform,GraphQL,Pandas,Affinity}",Senior,6
1973,"Site Reliability Engineer","Infrastructure","{Docker,Data Bricks,TypeScript,PostgreSQL,Terraform,Next.js}",Lead,9
1974,"Site Reliability Engineer","Infrastructure","{After Effects,Tailwind CSS,Pandas,Kubernetes}",Lead,11
1975,"DevOps Specialist","Marketing","{Node.js,Go,Next.js}",Mid,4
1976,"Game Developer","Marketing","{TypeScript,Python,Go}",Senior,5
1977,"UI/UX Designer","Marketing","{AWS,Pandas,React,TypeScript,Kubernetes}",Lead,9
1978,"Mobile Developer","Infrastructure","{GraphQL,React,Pandas,Kubernetes,Figma,Python}",Junior,0
1979,"Tester","Marketing","{Vue.js,Next.js,Pandas,Redis,React,AWS}",Senior,5
1980,"Data Scientist","Infrastructure","{PostgreSQL,Sass,Figma,Redis,Node.js}",Mid,2
1981,"AI & ML Engineer","Data & AI","{Kubernetes,Tailwind CSS,Figma,Photoshop}",Junior,0
1982,"UI/UX Designer","Data & AI","{GSAP,Python,Docker,Data Bricks,React,TensorFlow}",Junior,0
1983,"Backend Developer","Infrastructure","{GSAP,Pandas,Vue.js}",Senior,6
1984,"Mobile Developer","Developer","{Vue.js,Node.js,Framer,Next.js,Terraform,Docker}",Junior,1
1985,"Backend Developer","Developer","{Blender,PostgreSQL,Photoshop,Terraform,Kubernetes,Pandas}",Mid,4
1986,"DevOps Specialist","Product","{Next.js,Tailwind CSS,Vue.js,GraphQL}",Mid,2
1987,"Game Developer","Marketing","{Data Bricks,Tailwind CSS,React,Framer,Figma}",Lead,9
1988,"DevOps Specialist","Marketing","{Figma,Go,Kubernetes}",Mid,4
1989,"Backend Developer","Design","{React,Next.js,Terraform,Go,Kubernetes}",Senior,7
1990,"Mobile Developer","Data & AI","{Affinity,Kubernetes,Blender,Terraform,Framer,Python}",Lead,9
1991,"Game Developer","Engineering","{Tailwind CSS,Data Bricks,Node.js}",Lead,9
1992,"DevOps Specialist","Engineering","{TensorFlow,Terraform,Affinity}",Junior,0
1993,"Mobile Developer","Design","{Figma,Terraform,Python}",Mid,4
1994,"Site Reliability Engineer","Marketing","{TensorFlow,GSAP,Kubernetes}",Lead,8
1995,"Data Scientist","Design","{Affinity,Next.js,Tailwind CSS}",Lead,8
1996,"Tester","Product","{Affinity,Node.js,Docker}",Lead,10
1997,"Full Stack Engineer","Infrastructure","{Figma,Node.js,GraphQL,Data Bricks,Sass,Vue.js}",Senior,7
1998,"UI/UX Designer","Design","{Pandas,Terraform,Figma,Blender}",Junior,1
1999,"Full Stack Engineer","Marketing","{Pandas,Next.js,Blender,Vue.js,Tailwind CSS}",Senior,6
2000,"UI/UX Designer","Product","{Docker,Blender,React,Figma,Photoshop,Sass}",Mid,2
2001,"UI/UX Designer","Infrastructure","{Terraform,TensorFlow,Go,Next.js,TypeScript}",Mid,4
2002,"Mobile Developer","Product","{Docker,Figma,TypeScript}",Senior,7
2003,"Site Reliability Engineer","Design","{React,Node.js,Next.js,TypeScript,Kubernetes}",Senior,5
2004,"Game Developer","Infrastructure","{Terraform,Framer,PostgreSQL,Docker,Figma,After Effects}",Mid,4
2005,"UI/UX Designer","Infrastructure","{Affinity,Terraform,Data Bricks,Node.js}",Senior,5
2006,"Tester","Design","{Vue.js,React,Photoshop}",Senior,6
2007,"DevOps Specialist","Engineering","{Next.js,TensorFlow,Docker}",Lead,10
2008,"AI & ML Engineer","Marketing","{Next.js,Kubernetes,After Effects,Photoshop}",Senior,5
2009,"AI & ML Engineer","Data & AI","{TypeScript,Python,Photoshop,Terraform,GSAP,Blender}",Junior,0
2010,"Frontend Engineer","Data & AI","{After Effects,Python,Go,Framer}",Lead,11
2011,"UI/UX Designer","Design","{After Effects,Redis,Photoshop}",Lead,11
2012,"DevOps Specialist","Developer","{Redis,GraphQL,Kubernetes,Pandas,Terraform}",Mid,4
2013,"UI/UX Designer","Design","{Terraform,Kubernetes,GraphQL,React}",Lead,10
2014,"AI & ML Engineer","Engineering","{GraphQL,Node.js,Terraform,Python,Kubernetes}",Junior,1
2015,"Data Scientist","Infrastructure","{Tailwind CSS,Blender,Kubernetes,TensorFlow,GSAP}",Mid,3
2016,"Mobile Developer","Developer","{Python,Terraform,React,Framer}",Senior,6
2017,"Frontend Engineer","Infrastructure","{GraphQL,Affinity,Python,Vue.js}",Lead,8
2018,"Site Reliability Engineer","Infrastructure","{Docker,Photoshop,Kubernetes,React,Go}",Junior,1
2019,"Backend Developer","Product","{TypeScript,Photoshop,Figma,Sass,React}",Senior,7
2020,"AI & ML Engineer","Design","{TensorFlow,Terraform,Node.js,Affinity}",Junior,1
2021,"UI/UX Designer","Design","{Node.js,Next.js,Photoshop,Redis}",Lead,11
2022,"UI/UX Designer","Data & AI","{AWS,Node.js,Go,PostgreSQL,Next.js,Figma}",Lead,10
2023,"AI & ML Engineer","Infrastructure","{Pandas,Photoshop,Next.js,Docker,Figma,React}",Junior,0
2024,"Full Stack Engineer","Developer","{GSAP,Vue.js,Photoshop,Next.js,React}",Mid,3
2025,"Full Stack Engineer","Product","{Docker,Kubernetes,Affinity,Photoshop,Framer}",Senior,7
2026,"Game Developer","Engineering","{Terraform,GSAP,React}",Mid,2
2027,"Game Developer","Product","{Python,Sass,Framer,Node.js}",Senior,6
2028,"Site Reliability Engineer","Data & AI","{TypeScript,Next.js,After Effects,Photoshop}",Junior,1
2029,"Full Stack Engineer","Marketing","{Kubernetes,Docker,Terraform}",Junior,0
2030,"Data Scientist","Data & AI","{Next.js,Docker,Terraform,React,Python,Affinity}",Lead,10
2031,"Data Scientist","Product","{Python,Go,TensorFlow,AWS,Pandas}",Mid,2
2032,"Site Reliability Engineer","Data & AI","{Pandas,Figma,Kubernetes,GSAP,Framer}",Junior,1
2033,"AI & ML Engineer","Product","{Redis,Node.js,AWS,Kubernetes}",Lead,10
2034,"Full Stack Engineer","Infrastructure","{Pandas,Tailwind CSS,PostgreSQL,Next.js,After Effects}",Mid,4
2035,"Backend Developer","Design","{Framer,Python,Blender,Node.js,Docker,After Effects}",Lead,10
2036,"Frontend Engineer","Engineering","{Python,Pandas,Framer,Affinity,Kubernetes,After Effects}",Senior,6
2037,"Game Developer","Engineering","{Vue.js,Go,Kubernetes,Docker,React}",Junior,1
2038,"Site Reliability Engineer","Design","{Terraform,Blender,React,GraphQL,Sass,Redis}",Lead,8
2039,"UI/UX Designer","Engineering","{Photoshop,Framer,Python,AWS,Docker,TensorFlow}",Mid,2
2040,"Game Developer","Developer","{Kubernetes,Pandas,Node.js}",Junior,0
2041,"Tester","Product","{Kubernetes,Data Bricks,Python,Vue.js}",Senior,6
2042,"Site Reliability Engineer","Engineering","{React,Node.js,Affinity}",Senior,6
2043,"Data Scientist","Data & AI","{GraphQL,React,AWS}",Mid,3
2044,"Backend Developer","Product","{React,Next.js,Affinity,Node.js,After Effects,AWS}",Senior,5
2045,"Mobile Developer","Marketing","{After Effects,GSAP,Blender,Next.js,Docker,Figma}",Lead,11
2046,"Backend Developer","Infrastructure","{React,TensorFlow,GSAP,Next.js,GraphQL,Figma}",Junior,1
2047,"Frontend Engineer","Data & AI","{Kubernetes,Terraform,Photoshop,React,Vue.js}",Mid,3
2048,"Backend Developer","Engineering","{GSAP,Sass,Go,TypeScript,Framer}",Junior,1
2049,"Mobile Developer","Infrastructure","{Docker,Blender,Vue.js}",Mid,2
2050,"DevOps Specialist","Marketing","{Data Bricks,Vue.js,Python}",Mid,2
2051,"Game Developer","Data & AI","{Vue.js,Go,Kubernetes,React,Tailwind CSS}",Mid,3
2052,"Full Stack Engineer","Design","{Figma,Next.js,Docker,Pandas,PostgreSQL,Data Bricks}",Mid,4
2053,"AI & ML Engineer","Infrastructure","{Vue.js,Sass,Node.js,Blender,PostgreSQL}",Lead,10
2054,"Full Stack Engineer","Developer","{Kubernetes,Pandas,Tailwind CSS}",Mid,4
2055,"Full Stack Engineer","Product","{PostgreSQL,Vue.js,Terraform,Python,Photoshop}",Junior,1
2056,"Frontend Engineer","Product","{Python,Next.js,Tailwind CSS,GSAP,Node.js}",Junior,1
2057,"Frontend Engineer","Product","{Vue.js,Node.js,Next.js,Pandas,Data Bricks,GSAP}",Mid,4
2058,"Backend Developer","Product","{Node.js,Vue.js,After Effects,Terraform,Redis}",Junior,0
2059,"UI/UX Designer","Data & AI","{Pandas,React,Photoshop,Tailwind CSS,TypeScript,PostgreSQL}",Lead,10
2060,"AI & ML Engineer","Infrastructure","{GSAP,Docker,Pandas,Data Bricks,Framer,Sass}",Lead,9
2061,"Backend Developer","Marketing","{PostgreSQL,Next.js,Pandas,TypeScript,Docker}",Senior,7
2062,"DevOps Specialist","Design","{React,Next.js,TensorFlow}",Mid,3
2063,"AI & ML Engineer","Data & AI","{React,PostgreSQL,Go,After Effects}",Lead,10
2064,"Full Stack Engineer","Marketing","{Vue.js,Next.js,Sass,Kubernetes,React}",Senior,6
2065,"Backend Developer","Engineering","{After Effects,Affinity,TensorFlow}",Junior,0
2066,"Mobile Developer","Product","{Pandas,Blender,Python}",Senior,5
2067,"Full Stack Engineer","Design","{Docker,PostgreSQL,React}",Junior,1
2068,"Data Scientist","Marketing","{React,Vue.js,Sass}",Lead,9
2069,"AI & ML Engineer","Design","{Tailwind CSS,Node.js,Docker}",Junior,0
2070,"Game Developer","Product","{Framer,Sass,TypeScript,Tailwind CSS,Figma,Affinity}",Senior,7
2071,"Data Scientist","Engineering","{AWS,Go,Framer,Figma}",Senior,7
2072,"UI/UX Designer","Data & AI","{Python,Docker,Node.js,Data Bricks,After Effects}",Lead,11
2073,"DevOps Specialist","Data & AI","{React,TypeScript,Photoshop,PostgreSQL}",Senior,5
2074,"Backend Developer","Marketing","{Go,Data Bricks,TypeScript,After Effects,Node.js,Pandas}",Mid,2
2075,"Mobile Developer","Marketing","{Python,Vue.js,Docker,Node.js,Framer,Figma}",Senior,7
2076,"UI/UX Designer","Infrastructure","{AWS,Data Bricks,Node.js,Python,Vue.js,Docker}",Junior,1
2077,"Frontend Engineer","Data & AI","{Sass,AWS,React,Tailwind CSS,Next.js,Docker}",Senior,6
2078,"UI/UX Designer","Data & AI","{Kubernetes,Node.js,AWS,Python,PostgreSQL}",Junior,0
2079,"Data Scientist","Product","{Figma,Sass,Tailwind CSS}",Lead,11
2080,"AI & ML Engineer","Engineering","{After Effects,TypeScript,Photoshop,Affinity,TensorFlow}",Lead,8
2081,"Full Stack Engineer","Data & AI","{React,Tailwind CSS,Sass,Affinity,Data Bricks}",Mid,4
2082,"Full Stack Engineer","Engineering","{Pandas,Photoshop,Python}",Mid,3
2083,"Full Stack Engineer","Product","{GSAP,Go,Blender}",Junior,1
2084,"Full Stack Engineer","Developer","{React,Figma,Sass,Affinity}",Junior,0
2085,"Site Reliability Engineer","Marketing","{Python,Node.js,Blender}",Junior,0
2086,"AI & ML Engineer","Design","{Go,React,Next.js,Affinity,After Effects,AWS}",Junior,1
